date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:57:24	196795/196795	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-300bb%22	http://dhsprogramming.com/img/portfolio/voltTitle.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/voltTitle.png	(from http://dhsprogramming.com/)
07:57:28	5100/5100	---MCZ	200	added ('OK')	text/html	etag:W/%225a5eaf10-13ec%22	http://dhsprogramming.com/neiradArticle.html	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/neiradArticle.html	(from http://dhsprogramming.com/)
07:58:15	628287/628287	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-9963f%22	http://dhsprogramming.com/img/portfolio/FilePortalIcon.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/FilePortalIcon.png	(from http://dhsprogramming.com/)
07:58:17	5917/5917	---MCZ	200	added ('OK')	text/html	etag:W/%225a5eaf10-171d%22	http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/ProjectAmerica.html	(from http://dhsprogramming.com/)
07:58:18	429556/429556	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-68df4%22	http://dhsprogramming.com/img/portfolio/borges1.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/borges1.png	(from http://dhsprogramming.com/)
07:58:28	93099/93099	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-16bab%22	http://dhsprogramming.com/js/jquery-1.10.2.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/jquery-1.10.2.js	(from http://dhsprogramming.com/)
07:58:32	29097/29097	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-71a9%22	http://dhsprogramming.com/js/bootstrap.min.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/bootstrap.min.js	(from http://dhsprogramming.com/)
07:58:36	1835/1835	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-72b%22	http://dhsprogramming.com/js/classie.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/classie.js	(from http://dhsprogramming.com/)
07:58:38	877/877	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-36d%22	http://dhsprogramming.com/js/cbpAnimatedHeader.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/cbpAnimatedHeader.js	(from http://dhsprogramming.com/)
07:58:42	969/969	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-3c9%22	http://dhsprogramming.com/js/freelancer.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/freelancer.js	(from http://dhsprogramming.com/)
07:58:44	573/573	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-23d%22	http://dhsprogramming.com/js/epicShadow.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/js/epicShadow.js	(from http://dhsprogramming.com/)
07:58:48	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a5eaf10-36ff%22	http://dhsprogramming.com/fonts/glyphicons-halflings-regular.eot	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/fonts/glyphicons-halflings-regular.eot	(from http://dhsprogramming.com/css/bootstrap.min.css)
07:58:55	915677/915677	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-df8dd%22	http://dhsprogramming.com/img/portfolio/flipflop.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/flipflop.png	(from http://dhsprogramming.com/)
07:58:56	14079/14079	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a5eaf10-36ff%22	http://dhsprogramming.com/fonts/glyphicons-halflings-regular.eot?	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://dhsprogramming.com/css/bootstrap.min.css)
07:58:59	529629/529629	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-814dd%22	http://dhsprogramming.com/img/portfolio/NeiradDemo.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/NeiradDemo.png	(from http://dhsprogramming.com/)
07:59:04	29512/29512	---M--	200	added ('OK')	font/ttf	etag:%225a5eaf10-7348%22	http://dhsprogramming.com/fonts/glyphicons-halflings-regular.ttf	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/fonts/glyphicons-halflings-regular.ttf	(from http://dhsprogramming.com/css/bootstrap.min.css)
07:59:04	16448/16448	---M--	200	added ('OK')	font/woff	etag:%225a5eaf10-4040%22	http://dhsprogramming.com/fonts/glyphicons-halflings-regular.woff	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/fonts/glyphicons-halflings-regular.woff	(from http://dhsprogramming.com/css/bootstrap.min.css)
07:59:08	63157/63157	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a5eaf10-f6b5%22	http://dhsprogramming.com/fonts/glyphicons-halflings-regular.svg	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/fonts/glyphicons-halflings-regular.svg	(from http://dhsprogramming.com/css/bootstrap.min.css)
07:59:15	482176/482176	---M--	200	added ('OK')	image/png	etag:%225a5eaf10-75b80%22	http://dhsprogramming.com/img/portfolio/ProjAmer.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/img/portfolio/ProjAmer.png	(from http://dhsprogramming.com/)
07:59:19	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a5eaf10-953d%22	http://dhsprogramming.com/font-awesome/fonts/fontawesome-webfont.eot?v=4.0.3	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/font-awesome/fonts/fontawesome-webfontba72.eot	(from http://dhsprogramming.com/font-awesome/css/font-awesome.min.css)
07:59:24	38205/38205	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a5eaf10-953d%22	http://dhsprogramming.com/font-awesome/fonts/fontawesome-webfont.eot?	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://dhsprogramming.com/font-awesome/css/font-awesome.min.css)
07:59:25	44432/44432	---M--	200	added ('OK')	font/woff	etag:%225a5eaf10-ad90%22	http://dhsprogramming.com/font-awesome/fonts/fontawesome-webfont.woff?v=4.0.3	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/font-awesome/fonts/fontawesome-webfontba72.woff	(from http://dhsprogramming.com/font-awesome/css/font-awesome.min.css)
07:59:29	2718/2718	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-a9e%22	http://dhsprogramming.com/NeiradGen/cover.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradGen/cover.css	(from http://dhsprogramming.com/NAG.html)
07:59:34	202148/202148	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225a5eaf10-315a4%22	http://dhsprogramming.com/font-awesome/fonts/fontawesome-webfont.svg?v=4.0.3	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/font-awesome/fonts/fontawesome-webfontba72.svg	(from http://dhsprogramming.com/font-awesome/css/font-awesome.min.css)
07:59:34	80652/80652	---M--	200	added ('OK')	font/ttf	etag:%225a5eaf10-13b0c%22	http://dhsprogramming.com/font-awesome/fonts/fontawesome-webfont.ttf?v=4.0.3	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/font-awesome/fonts/fontawesome-webfontba72.ttf	(from http://dhsprogramming.com/font-awesome/css/font-awesome.min.css)
07:59:34	9552/9552	---MCZ	200	added ('OK')	text/html	etag:W/%225a5eaf10-2550%22	http://dhsprogramming.com/index.html	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/index-2.html	(from http://dhsprogramming.com/NAG.html)
07:59:35	3186/3186	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf0f-c72%22	http://dhsprogramming.com/2048SlideRes/cover.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/2048SlideRes/cover.css	(from http://dhsprogramming.com/2048Slide.html)
07:59:35	747/747	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-2eb%22	http://dhsprogramming.com/2048SlideRes/blocks.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/2048SlideRes/blocks.js	(from http://dhsprogramming.com/2048Slide.html)
07:59:36	2738/2738	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf0f-ab2%22	http://dhsprogramming.com/DHSLinksRes/cover.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/DHSLinksRes/cover.css	(from http://dhsprogramming.com/DHSLinks.html)
07:59:38	2730/2730	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-aaa%22	http://dhsprogramming.com/FlipFlopRes/cover.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/FlipFlopRes/cover.css	(from http://dhsprogramming.com/FlipFlop.html)
07:59:38	49597/49597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-c1bd%22	http://dhsprogramming.com/Voltorb/lib/quintus.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:40	9354/9354	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-248a%22	http://dhsprogramming.com/Voltorb/lib/quintus_sprites.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_sprites.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:40	21689/21689	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-54b9%22	http://dhsprogramming.com/Voltorb/lib/quintus_scenes.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_scenes.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:47	15799/15799	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-3db7%22	http://dhsprogramming.com/Voltorb/lib/quintus_input.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_input.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:47	7815/7815	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-1e87%22	http://dhsprogramming.com/Voltorb/lib/quintus_anim.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_anim.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:48	13057/13057	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-3301%22	http://dhsprogramming.com/Voltorb/lib/quintus_2d.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_2d.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:49	5722/5722	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-165a%22	http://dhsprogramming.com/Voltorb/lib/quintus_touch.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_touch.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:50	11604/11604	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-2d54%22	http://dhsprogramming.com/Voltorb/lib/quintus_ui.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/lib/quintus_ui.js	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:53	1677/1677	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225a5eaf0f-68d%22	http://dhsprogramming.com/Voltorb/blocks.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/blocks.36.delayed	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:54	1677/1677	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225a5eaf0f-68d%22	http://dhsprogramming.com/Voltorb/sprites.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/sprites.37.delayed	(from http://dhsprogramming.com/Voltorb/volt.html)
07:59:58	49597/49597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-c1bd%22	http://dhsprogramming.com/ElOtro/lib/quintus.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus.js	(from http://dhsprogramming.com/ElOtro/otro.html)
07:59:58	9354/9354	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-248a%22	http://dhsprogramming.com/ElOtro/lib/quintus_sprites.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_sprites.js	(from http://dhsprogramming.com/ElOtro/otro.html)
07:59:58	21689/21689	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-54b9%22	http://dhsprogramming.com/ElOtro/lib/quintus_scenes.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_scenes.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:00	15799/15799	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-3db7%22	http://dhsprogramming.com/ElOtro/lib/quintus_input.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_input.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:01	7815/7815	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-1e87%22	http://dhsprogramming.com/ElOtro/lib/quintus_anim.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_anim.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:07	13057/13057	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-3301%22	http://dhsprogramming.com/ElOtro/lib/quintus_2d.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_2d.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:09	5722/5722	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-165a%22	http://dhsprogramming.com/ElOtro/lib/quintus_touch.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_touch.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:11	11604/11604	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-2d54%22	http://dhsprogramming.com/ElOtro/lib/quintus_ui.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/lib/quintus_ui.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:11	6536/6536	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf0f-1988%22	http://dhsprogramming.com/ElOtro/js/otroScript.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/js/otroScript.js	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:13	1830/1830	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf0f-726%22	http://dhsprogramming.com/ElOtro/css/otroStyle.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/css/otroStyle.css	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:21	1677/1677	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%225a5eaf0f-68d%22	http://dhsprogramming.com/ElOtro/images/borges1.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/images/borges1.44.delayed	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:38	85946/85946	---M--	200	added ('OK')	image/png	etag:%225a5eaf0f-14fba%22	http://dhsprogramming.com/ElOtro/images/borges2.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ElOtro/images/borges2.png	(from http://dhsprogramming.com/ElOtro/otro.html)
08:00:41	117305/117305	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-1ca39%22	http://dhsprogramming.com/NeiradArticle/css/bootstrap.min.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/css/bootstrap.min.css	(from http://dhsprogramming.com/neiradArticle.html)
08:00:43	2882/2882	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-b42%22	http://dhsprogramming.com/NeiradArticle/css/bluescale.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/css/bluescale.css	(from http://dhsprogramming.com/neiradArticle.html)
08:00:51	2734/2734	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-aae%22	http://dhsprogramming.com/NeiradArticle/css/NeiradStyle.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/css/NeiradStyle.css	(from http://dhsprogramming.com/neiradArticle.html)
08:01:00	95785/95785	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-17629%22	http://dhsprogramming.com/NeiradArticle/js/jquery.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/js/jquery.js	(from http://dhsprogramming.com/neiradArticle.html)
08:01:04	35951/35951	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-8c6f%22	http://dhsprogramming.com/NeiradArticle/js/bootstrap.min.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/js/bootstrap.min.js	(from http://dhsprogramming.com/neiradArticle.html)
08:01:08	5564/5564	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-15bc%22	http://dhsprogramming.com/NeiradArticle/js/jquery.easing.min.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/js/jquery.easing.min.js	(from http://dhsprogramming.com/neiradArticle.html)
08:01:10	1609/1609	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-649%22	http://dhsprogramming.com/NeiradArticle/js/bluescale.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/NeiradArticle/js/bluescale.js	(from http://dhsprogramming.com/neiradArticle.html)
08:01:14	5772/5772	---MCZ	200	added ('OK')	text/css	etag:W/%225a5eaf10-168c%22	http://dhsprogramming.com/ProjectAmerica/css/AmericaStyle.css	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/css/AmericaStyle.css	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:01:16	6709/6709	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-1a35%22	http://dhsprogramming.com/ProjectAmerica/js/client.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/js/client.js	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:01:20	3110/3110	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-c26%22	http://dhsprogramming.com/ProjectAmerica/js/positioningScript.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/js/positioningScript.js	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:01:22	2011/2011	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-7db%22	http://dhsprogramming.com/ProjectAmerica/js/draggingScript.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/js/draggingScript.js	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:01:24	2904/2904	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-b58%22	http://dhsprogramming.com/ProjectAmerica/js/transitionScript.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/js/transitionScript.js	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:01:26	17520/17520	---MCZ	200	added ('OK')	application/javascript	etag:W/%225a5eaf10-4470%22	http://dhsprogramming.com/ProjectAmerica/js/gameScript.js	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/ProjectAmerica/js/gameScript.js	(from http://dhsprogramming.com/ProjectAmerica/ProjectAmerica.html)
08:05:56	2280417/2280417	---M--	200	added ('OK')	audio/mp3	etag:%225a5eaf10-22cbe1%22	http://dhsprogramming.com/Voltorb/Cheeze-Us.mp3	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/Voltorb/Cheeze-Us.mp3	(from http://dhsprogramming.com/Voltorb/volt.html)
08:06:01	21371/21371	---M--	200	added ('OK')	image/png	etag:%225a5eaf0f-537b%22	http://dhsprogramming.com/2048SlideRes/NGBack.png	/home/fuzzy/websites/DHSprogrammingclub/dhsprogramming.com/2048SlideRes/NGBack.png	(from http://dhsprogramming.com/2048SlideRes/cover.css)
